diff,msg,isGood
mmm a / camel - core / src / main / java / org / apache / camel / component / file / FileProducer . java <nl> ppp b / camel - core / src / main / java / org / apache / camel / component / file / FileProducer . java <nl> public class FileProducer extends DefaultProducer { <nl> } <nl> else { <nl> fc . write ( byteBuffer ) ; <nl> + byteBuffer . clear ( ) ; <nl> } <nl> } <nl> },applied patch for CAMEL - 105 from Aaron Crickenberger with thanks ! .,0
mmm a / core / src / processing / opengl / PGL . java <nl> ppp b / core / src / processing / opengl / PGL . java <nl> public class PGL { <nl> fboLayerCreated = false ; <nl> fboLayerInUse = false ; <nl> firstFrame = false ; <nl> + GLProfile . shutdown ( ) ; <nl> },Added manual GLProfile shutdown to make sure that no JOGL threads are .,1
"mmm a / core / src / test / java / org / axonframework / commandhandling / CommandHandlerInterceptorTest . java <nl> ppp b / core / src / test / java / org / axonframework / commandhandling / CommandHandlerInterceptorTest . java <nl> public void interceptChildCommand ( MyNestedNestedCommand command ) { <nl> <nl> @ CommandHandlerInterceptor <nl> public void intercept ( InterceptorThrowingCommand command ) { <nl> + / / noinspection AvoidThrowingRawExceptionTypes <nl> throw new RuntimeException ( "" oops "" ) ; <nl> }",Excluded rule for throwing RuntimeException in test .,0
"mmm DatabaseRoot . java <nl> ppp DatabaseRoot . java <nl> - final class DatabaseRoot extends RandomAccessLoggable { <nl> + final class DatabaseRoot extends RandomAccessLoggableImpl { <nl> mmm ArrayByteIterableWithAddress . java <nl> ppp ArrayByteIterableWithAddress . java <nl> - public class ArrayByteIterableWithAddress extends ByteIterableWithAddress { <nl> + class ArrayByteIterableWithAddress extends ByteIterableWithAddress { <nl> - return new ArrayByteIterableWithAddress(getAddress() + offset, bytes, start + offset, end start offset) ; <nl> + return new ArrayByteIterableWithAddress(getDataAddress() offset, bytes, start offset, end - start - offset) ; <nl> + } <nl> + @Override <nl> + public int getLength() { <nl> + return end - start ; <nl>","in order to reduce memory allocation , randomaccessloggable be interface with two implementation",1
mmm a / jOOQ / src / main / java / org / jooq / impl / WindowDefinitionImpl . java <nl> ppp b / jOOQ / src / main / java / org / jooq / impl / WindowDefinitionImpl . java <nl> final class WindowDefinitionImpl extends AbstractQueryPart implements WindowDefi <nl> } <nl> } <nl> <nl> - / / Default to printing the name <nl> - ctx . visit ( name ) ; <nl> + / / [ # 7296 ] This is an empty window specification if we reach this far <nl> } <nl> } <nl> },Added fix for empty window specification emulations,0
"mmm a / contrib / bmt_example / CassandraBulkLoader . java <nl> ppp b / contrib / bmt_example / CassandraBulkLoader . java <nl> public class CassandraBulkLoader { <nl> ClockType . Timestamp , <nl> DatabaseDescriptor . getComparator ( Keyspace , CFName ) , <nl> DatabaseDescriptor . getSubComparator ( Keyspace , CFName ) , <nl> - new TimestampReconciler ( ) , <nl> + TimestampReconciler . instance , <nl> CFMetaData . getId ( Keyspace , CFName ) ) ; <nl> <nl> for ( ColumnFamily cf : ColumnFamiles ) {",update bmt_example for TimestampReconciler singleton - ification .,0
mmm a / hazelcast / src / main / java / com / hazelcast / spi / impl / operationexecutor / classic / OperationThread . java <nl> ppp b / hazelcast / src / main / java / com / hazelcast / spi / impl / operationexecutor / classic / OperationThread . java <nl> public abstract class OperationThread extends HazelcastManagedThread { <nl> long timeoutMs = unit . toMillis ( timeout ) ; <nl> join ( timeoutMs ) ; <nl> } <nl> + <nl> + public int getThreadId ( ) { <nl> + return threadId ; <nl> + } <nl> },Add threadId getter to OperationThread,0
mmm a / src / com / facebook / buck / jvm / java / JavaTestDescription . java <nl> ppp b / src / com / facebook / buck / jvm / java / JavaTestDescription . java <nl> public class JavaTestDescription implements <nl> public Optional < Boolean > runTestSeparately ; <nl> public Optional < Level > stdErrLogLevel ; <nl> public Optional < Level > stdOutLogLevel ; <nl> - public Optional < String > pathToJavaAgent ; <nl> public Optional < Boolean > useCxxLibraries ; <nl> public Optional < Long > testRuleTimeoutMs ;,Remove unused java_test target specific override for the java agent,1
mmm a / src / com / ichi2 / anki / DeckPicker . java <nl> ppp b / src / com / ichi2 / anki / DeckPicker . java <nl> public class DeckPicker extends FragmentActivity { <nl> @ Override <nl> public void onPostExecute ( DeckTask . TaskData result ) { <nl> if ( result = = null ) { <nl> + / / TODO : error handling <nl> return ; <nl> } <nl> Object [ ] res = result . getObjArray ( ) ;,add reminder for error handling on load counts errors,1
"mmm a / src / org / zaproxy / zap / spider / Spider . java <nl> ppp b / src / org / zaproxy / zap / spider / Spider . java <nl> public class Spider { <nl> if ( seedList = = null | | seedList . isEmpty ( ) ) { <nl> log . warn ( "" No seeds available for the Spider . Cancelling scan . . . "" ) ; <nl> notifyListenersSpiderComplete ( false ) ; <nl> + notifyListenersSpiderProgress ( 100 , 0 , 0 ) ; <nl> return ; <nl> }",set the progress to 100 % if no seeds were available at start .,1
mmm a / src / eu / siacs / conversations / xmpp / jingle / JingleConnection . java <nl> ppp b / src / eu / siacs / conversations / xmpp / jingle / JingleConnection . java <nl> public class JingleConnection { <nl> this . cancel ( ) ; <nl> return ; <nl> } else { <nl> - this . file . setKey ( conversation . getSymmetricKey ( ) ) ; <nl> + this . file . setKey ( key ) ; <nl> } <nl> } <nl> this . file . setExpectedSize ( size ) ;,avoid race condition for otr key in jingle,0
mmm a / community / server / src / main / java / org / neo4j / server / configuration / MapBasedConfiguration . java <nl> ppp b / community / server / src / main / java / org / neo4j / server / configuration / MapBasedConfiguration . java <nl> public class MapBasedConfiguration extends AbstractConfiguration <nl> } <nl> <nl> @ Override <nl> - public Iterator getKeys ( ) <nl> + public Iterator < String > getKeys ( ) <nl> { <nl> return config . keySet ( ) . iterator ( ) ; <nl> },Added type for iterator,0
mmm a / src / main / java / net / openhft / chronicle / queue / impl / single / StoreComponentReferenceHandler . java <nl> ppp b / src / main / java / net / openhft / chronicle / queue / impl / single / StoreComponentReferenceHandler . java <nl> public enum StoreComponentReferenceHandler implements Closeable { <nl> } <nl> } <nl> } ) ; <nl> + <nl> + Runtime . getRuntime ( ) . addShutdownHook ( new Thread ( THREAD_LOCAL_CLEANER_EXECUTOR_SERVICE : : shutdown ) ) ; <nl> } <nl> <nl> static ReferenceQueue < ExcerptAppender > appenderQueue ( ) {,Add shutdown hook to stop thread local cleaner executor service,1
mmm a / karate - core / src / main / java / com / intuit / karate / core / ScenarioContext . java <nl> ppp b / karate - core / src / main / java / com / intuit / karate / core / ScenarioContext . java <nl> public class ScenarioContext { <nl> return prevRequest ; <nl> } <nl> <nl> + public HttpResponse getPrevResponse ( ) { <nl> + return prevResponse ; <nl> + } <nl> + <nl> public HttpClient getHttpClient ( ) { <nl> return client ; <nl> },add getPrevResponse ( ) to scenario - context for advanced hook use - cases,1
"mmm GuiActions . java <nl> ppp GuiActions . java <nl> - new File(WellKnowns . RES_FOLDER, ""Splash . png"") . toString()) ; <nl> + new File(WellKnowns . RES_FOLDER, ""splash . png"") . toString()) ; <nl>",linux fail to load `` splash.png '' because the letter case in the code do not exactly match the file fix it by make all letter low case,1
mmm a / hazelcast / src / test / java / com / hazelcast / queue / impl / AndResultSetTest . java <nl> ppp b / hazelcast / src / test / java / com / hazelcast / query / impl / AndResultSetTest . java <nl> <nl> - package com . hazelcast . queue . impl ; <nl> + package com . hazelcast . query . impl ; <nl> <nl> import com . hazelcast . nio . serialization . Data ; <nl> import com . hazelcast . query . Predicate ;,Moved AndResultSetTest to right package,0
mmm a / src / java / org / apache / cassandra / net / OutboundTcpConnection . java <nl> ppp b / src / java / org / apache / cassandra / net / OutboundTcpConnection . java <nl> public class OutboundTcpConnection extends Thread <nl> if ( m = = CLOSE_SENTINEL ) <nl> { <nl> disconnect ( ) ; <nl> - if ( ! isStopped ) <nl> + if ( isStopped ) <nl> break ; <nl> continue ; <nl> },Fix test failures for CASSANDRA - 5175,0
mmm a / . bomr / bomr . yaml <nl> ppp b / . bomr / bomr . yaml <nl> bomr : <nl> versions : <nl> # Jar contains dependencies ' classes resulting in duplicates <nl> - ' 2 . 7 . 3 ' <nl> + - project : maven - invoker - plugin <nl> + versions : <nl> + # NPE in InstallMojo . installProjectPom ( InstallMojo . java : 387 ) <nl> + - ' [ 3 . 2 . 0 ] ' <nl> verify : <nl> ignored - dependencies : <nl> # Avoid confliciting transitive requirements for,Prohibit upgrade to Maven Invoker 3 . 2 . 0 .,0
"mmm a / p2p / src / main / java / bisq / network / p2p / storage / payload / MailboxStoragePayload . java <nl> ppp b / p2p / src / main / java / bisq / network / p2p / storage / payload / MailboxStoragePayload . java <nl> public final class MailboxStoragePayload implements ProtectedStoragePayload , Exp <nl> <nl> @ Override <nl> public long getTTL ( ) { <nl> - return TimeUnit . DAYS . toMillis ( 7 ) ; <nl> + return TimeUnit . DAYS . toMillis ( 15 ) ; <nl> } <nl> }",Revert TTL to original value of 15 days .,0
"mmm a / maven / src / main / java / org / owasp / dependencycheck / maven / UpdateMojo . java <nl> ppp b / maven / src / main / java / org / owasp / dependencycheck / maven / UpdateMojo . java <nl> public class UpdateMojo extends BaseDependencyCheckMojo { <nl> throw new MojoExecutionException ( msg , ex ) ; <nl> } <nl> getLog ( ) . error ( msg ) ; <nl> + } finally { <nl> + getSettings ( ) . cleanup ( ) ; <nl> } <nl> }",Add missing cleanup to UpdateMojo ( <issue_id> ),1
mmm a / liquibase - core / src / main / java / liquibase / Liquibase . java <nl> ppp b / liquibase - core / src / main / java / liquibase / Liquibase . java <nl> public class Liquibase implements AutoCloseable { <nl> * <nl> * Update to tag <nl> * <nl> - * @ param tag <nl> + * @ param tag Tag to update for <nl> * @ param contexts <nl> * @ param labelExpression <nl> * @ throws LiquibaseException,Make one more modification to DAT - 5259,0
mmm a / src / gwt / src / org / rstudio / core / client / widget / ModifyKeyboardShortcutsWidget . java <nl> ppp b / src / gwt / src / org / rstudio / core / client / widget / ModifyKeyboardShortcutsWidget . java <nl> public class ModifyKeyboardShortcutsWidget extends ModalDialogBase <nl> @ Override <nl> public Object getKey ( CommandBinding item ) <nl> { <nl> - return item . getName ( ) ; <nl> + return item . hashCode ( ) ; <nl> } <nl> } ;,ensure key provider returns unique key for each item,0
"mmm NettyAsyncHttpProvider . java <nl> ppp NettyAsyncHttpProvider . java <nl> - if (cause != null && cause . getMessage() != null <nl> - && IOException . class . isAssignableFrom(cause . getClass()) <nl> - && !channel . isReadable()){ <nl> - remotelyClosed(channel, future) ; <nl> + if (abortOnRemoteCloseException(cause)){ <nl> + log . error(currentThread() String . format(""Trying to recover from dead Channel: %s "", channel)) ; <nl> + remotelyClosed(channel, null) ; <nl> + private boolean abortOnRemoteCloseException(Throwable cause) { <nl> + for(StackTraceElement element: cause . getStackTrace()) { <nl> + if (element . getClassName() . equals(""sun . nio . ch . SocketDispatcher"") <nl> + <nl>","brute force , inspect the exception in order to recover",1
"mmm a / server / src / main / java / org / elasticsearch / Version . java <nl> ppp b / server / src / main / java / org / elasticsearch / Version . java <nl> public class Version implements Comparable < Version > , ToXContentFragment { <nl> return V_4_3_0 ; <nl> case ES_V_7_3_1_ID : <nl> return V_4_3_1 ; <nl> + case ES_V_7_3_2_ID : <nl> + return V_4_3_2 ; <nl> <nl> case ES_V_7_4_0_ID : <nl> return V_4_4_0 ;",Add 4 . 3 . 2 to fromId to fix IndexShardTests . testMinimumCompatVersion .,1
mmm a / app / src / main / java / com / like / example / MainActivity . java <nl> ppp b / app / src / main / java / com / like / example / MainActivity . java <nl> public class MainActivity extends AppCompatActivity implements OnLikeListener { <nl> setSupportActionBar ( toolbar ) ; <nl> <nl> starButton . setOnLikeListener ( this ) ; <nl> + likeButton . setOnLikeListener ( this ) ; <nl> + smileButton . setOnLikeListener ( this ) ; <nl> + thumbButton . setOnLikeListener ( this ) ; <nl> <nl> usingCustomIcons ( ) ;,made minor changes to example,0
"mmm a / build . gradle <nl> ppp b / build . gradle <nl> subprojects { <nl> <nl> format ' groovy ' , { <nl> target ' * * / * . groovy ' <nl> + indentWithTabs ( ) <nl> + trimTrailingWhitespace ( ) <nl> + endWithNewline ( ) <nl> licenseHeaderFile rootProject . file ( ' src / spotless / eclipse - public - license - 1 . 0 . java ' ) , "" package "" <nl> } <nl> }",Add Spotless checks for Groovy whitespace,0
"mmm CexIOAdapters . java <nl> ppp CexIOAdapters . java <nl> - public static Wallet adaptWallet(CexIOBalanceInfo balance) { <nl> + public static Wallet adaptWallet(CexIOBalanceInfo cexIOBalanceInfo) { <nl> - if (balance . getBalanceBTC() != null) { <nl> - balances . add(adaptBalance(Currency . BTC, balance . getBalanceBTC())) ; <nl> - } <nl> - if (balance . getBalanceLTC() != null) { <nl> - balances . add(adaptBalance(Currency . LTC, balance . getBalanceLTC())) ; <nl> - } <nl> - if (balance . getBalanceNMC() != null) { <nl> - balances . add(adaptBalance(Currency . NMC, balance . getBalanceNMC())) ; <nl> - } <nl> - if (balance . <nl>",refactored cexiobalanceinfo so that it support any currency,1
mmm a / aeron - cluster / src / test / java / io / aeron / cluster / TestUtil . java <nl> ppp b / aeron - cluster / src / test / java / io / aeron / cluster / TestUtil . java <nl> class TestUtil <nl> } ; <nl> } <nl> <nl> + / / TODO : Use version from Agrona after next release <nl> public static String threadDump ( ) <nl> { <nl> final StringBuilder sb = new StringBuilder ( ) ;,Add TODO for using Agrona implementation later .,0
mmm a / graylog2 - plugin - interfaces / src / main / java / org / graylog2 / plugin / periodical / Periodical . java <nl> ppp b / graylog2 - plugin - interfaces / src / main / java / org / graylog2 / plugin / periodical / Periodical . java <nl> public abstract class Periodical implements Runnable { <nl> protected abstract Logger getLogger ( ) ; <nl> <nl> public abstract void doRun ( ) ; <nl> + <nl> + public int getParallelism ( ) { <nl> + return 1 ; <nl> + } <nl> },Adding default parallelism level of 1 to Periodicals . . ( cherry picked from commit <issue_id> ) .,0
